client_order_id,symbol,side,quantity,order_type,status,limit_price
2018-11-02-0013,M,BUY,249,MARKET,FILLED,
2018-11-02-0014,NKTR,BUY,2,MARKET,FILLED,
2018-12-04-0001,AAP,SELL,5,MARKET,FILLED,
2018-12-04-0002,AMD,SELL,53,MARKET,FILLED,
2018-12-04-0003,GWW,SELL,30,MARKET,FILLED,
2018-12-04-0004,HCA,SELL,5,MARKET,FILLED,
2018-12-04-0005,M,SELL,249,MARKET,FILLED,
2018-12-04-0006,NKTR,SELL,14,MARKET,FILLED,
2018-12-04-0007,NTAP,SELL,111,MARKET,FILLED,
2018-12-04-0008,CTL,BUY,463,MARKET,FILLED,
2018-12-04-0009,FTNT,BUY,39,MARKET,FILLED,
2018-12-04-0010,KSS,BUY,15,MARKET,FILLED,
2018-12-04-0011,NFLX,BUY,25,MARKET,FILLED,
2018-12-04-0012,TRIP,BUY,135,MARKET,FILLED,
2018-12-04-0013,UA,BUY,387,MARKET,FILLED,
2018-12-04-0014,UAA,BUY,363,MARKET,FILLED,
2019-01-03-0001,AAP,SELL,2,MARKET,FILLED,
2019-01-03-0002,CTL,SELL,463,MARKET,FILLED,
2019-01-03-0003,FTNT,SELL,41,MARKET,FILLED,
2019-01-03-0004,KSS,SELL,129,MARKET,FILLED,
2019-01-03-0005,NFLX,SELL,29,MARKET,FILLED,
2019-01-03-0006,AMD,BUY,25,MARKET,FILLED,
2019-01-03-0007,BSX,BUY,215,MARKET,FILLED,
2019-01-03-0008,HCA,BUY,1,MARKET,FILLED,
2019-01-03-0009,ILMN,BUY,25,MARKET,FILLED,
2019-01-03-0010,TRIP,BUY,2,MARKET,FILLED,
2019-01-03-0011,UA,BUY,65,MARKET,FILLED,
2019-01-03-0012,UAA,BUY,54,MARKET,FILLED,
2019-02-04-0001,AMD,SELL,57,MARKET,FILLED,
2019-02-04-0002,BSX,SELL,215,MARKET,FILLED,
2019-02-04-0003,FTNT,SELL,10,MARKET,FILLED,
2019-02-04-0004,HCA,SELL,60,MARKET,FILLED,
2019-02-04-0005,ILMN,SELL,25,MARKET,FILLED,
2019-02-04-0006,NFLX,SELL,273,MARKET,FILLED,
2019-02-04-0007,UA,SELL,452,MARKET,FILLED,
2019-02-04-0008,UAA,SELL,417,MARKET,FILLED,
2019-02-04-0009,AAP,BUY,6,MARKET,FILLED,
2019-02-04-0010,CHD,BUY,127,MARKET,FILLED,
2019-02-04-0011,CMG,BUY,791,MARKET,FILLED,
2019-02-04-0012,KEYS,BUY,111,MARKET,FILLED,
2019-02-04-0013,LLY,BUY,68,MARKET,FILLED,
2019-02-04-0014,MRK,BUY,115,MARKET,FILLED,
2019-02-04-0015,NRG,BUY,205,MARKET,FILLED,
2019-02-04-0016,TRIP,BUY,7,MARKET,FILLED,
2019-03-04-0001,AAP,SELL,52,MARKET,FILLED,
2019-03-04-0002,CHD,SELL,127,MARKET,FILLED,
2019-03-04-0003,CMG,SELL,74,MARKET,FILLED,
2019-03-04-0004,FTNT,SELL,23,MARKET,FILLED,
2019-03-04-0005,KEYS,SELL,10,MARKET,FILLED,
2019-03-04-0006,MRK,SELL,115,MARKET,FILLED,
2019-03-04-0007,TRIP,SELL,144,MARKET,FILLED,
2019-03-04-0008,AES,BUY,500,MARKET,FILLED,
2019-03-04-0009,AMD,BUY,25,MARKET,FILLED,
2019-03-04-0010,O,BUY,130,MARKET,FILLED,
2019-03-04-0011,VRSN,BUY,48,MARKET,FILLED,
2019-03-04-0012,WELL,BUY,118,MARKET,FILLED,
2019-04-02-0001,AMD,SELL,24,MARKET,FILLED,
2019-04-02-0002,CMG,SELL,69,MARKET,FILLED,
2019-04-02-0003,NRG,SELL,205,MARKET,FILLED,
2019-04-02-0004,O,SELL,130,MARKET,FILLED,
2019-04-02-0005,VRSN,SELL,48,MARKET,FILLED,
2019-04-02-0006,WELL,SELL,118,MARKET,FILLED,
2019-04-02-0007,AES,BUY,6,MARKET,FILLED,
2019-04-02-0008,CDNS,BUY,140,MARKET,FILLED,
2019-04-02-0009,FTNT,BUY,29,MARKET,FILLED,
2019-04-02-0010,LLY,BUY,2,MARKET,FILLED,
2019-04-02-0011,MRK,BUY,114,MARKET,FILLED,
2019-04-02-0012,TSCO,BUY,466,MARKET,FILLED,
2019-04-02-0013,ULTA,BUY,25,MARKET,FILLED,
2019-05-02-0001,AES,SELL,506,MARKET,FILLED,
2019-05-02-0002,AMD,SELL,10,MARKET,FILLED,
2019-05-02-0003,CDNS,SELL,9,MARKET,FILLED,
2019-05-02-0004,FTNT,SELL,43,MARKET,FILLED,
2019-05-02-0005,MRK,SELL,114,MARKET,FILLED,
2019-05-02-0006,TSCO,SELL,466,MARKET,FILLED,
2019-05-02-0007,ULTA,SELL,25,MARKET,FILLED,
2019-05-02-0008,AZO,BUY,8,MARKET,FILLED,
2019-05-02-0009,CHD,BUY,122,MARKET,FILLED,
2019-05-02-0010,GRMN,BUY,111,MARKET,FILLED,
2019-05-02-0011,KEYS,BUY,3,MARKET,FILLED,
2019-05-02-0012,LLY,BUY,5,MARKET,FILLED,
2019-05-02-0013,VRSN,BUY,46,MARKET,FILLED,
2019-06-04-0001,AMD,SELL,31,MARKET,FILLED,
2019-06-04-0002,CHD,SELL,10,MARKET,FILLED,
2019-06-04-0003,GRMN,SELL,111,MARKET,FILLED,
2019-06-04-0004,KEYS,SELL,104,MARKET,FILLED,
2019-06-04-0005,LLY,SELL,75,MARKET,FILLED,
2019-06-04-0006,VRSN,SELL,1,MARKET,FILLED,
2019-06-04-0007,BLL,BUY,137,MARKET,FILLED,
2019-06-04-0008,CDNS,BUY,5,MARKET,FILLED,
2019-06-04-0009,CMG,BUY,12,MARKET,FILLED,
2019-06-04-0010,FTNT,BUY,116,MARKET,FILLED,
2019-06-04-0011,MKC,BUY,108,MARKET,FILLED,
2019-06-04-0012,QCOM,BUY,126,MARKET,FILLED,
2019-07-02-0001,BLL,SELL,5,MARKET,FILLED,
2019-07-02-0002,CDNS,SELL,9,MARKET,FILLED,
2019-07-02-0003,CHD,SELL,112,MARKET,FILLED,
2019-07-02-0004,CMG,SELL,19,MARKET,FILLED,
2019-07-02-0005,FTNT,SELL,605,MARKET,FILLED,
2019-07-02-0006,MKC,SELL,108,MARKET,FILLED,
2019-07-02-0007,QCOM,SELL,126,MARKET,FILLED,
2019-07-02-0008,VRSN,SELL,45,MARKET,FILLED,
2019-07-02-0009,AMT,BUY,45,MARKET,FILLED,
2019-07-02-0010,CINF,BUY,88,MARKET,FILLED,
2019-07-02-0011,HSY,BUY,69,MARKET,FILLED,
2019-07-02-0012,MKTX,BUY,28,MARKET,FILLED,
2019-07-02-0013,SBUX,BUY,109,MARKET,FILLED,
2019-08-02-0001,AMT,SELL,45,MARKET,FILLED,
2019-08-02-0002,CINF,SELL,88,MARKET,FILLED,
2019-08-02-0003,CMG,SELL,27,MARKET,FILLED,
2019-08-02-0004,HSY,SELL,69,MARKET,FILLED,
2019-08-02-0005,SBUX,SELL,7,MARKET,FILLED,
2019-08-02-0006,AMD,BUY,26,MARKET,FILLED,
2019-08-02-0007,CDNS,BUY,7,MARKET,FILLED,
2019-08-02-0008,KEYS,BUY,108,MARKET,FILLED,
2019-08-02-0009,MSCI,BUY,43,MARKET,FILLED,
2019-08-02-0010,SNPS,BUY,73,MARKET,FILLED,
2019-09-04-0001,AMD,SELL,328,MARKET,FILLED,
2019-09-04-0002,AZO,SELL,8,MARKET,FILLED,
2019-09-04-0003,BLL,SELL,6,MARKET,FILLED,
2019-09-04-0004,KEYS,SELL,108,MARKET,FILLED,
2019-09-04-0005,MKTX,SELL,3,MARKET,FILLED,
2019-09-04-0006,MSCI,SELL,43,MARKET,FILLED,
2019-09-04-0007,SNPS,SELL,73,MARKET,FILLED,
2019-09-04-0008,AMT,BUY,42,MARKET,FILLED,
2019-09-04-0009,CDNS,BUY,13,MARKET,FILLED,
2019-09-04-0010,EW,BUY,139,MARKET,FILLED,
2019-09-04-0011,HSY,BUY,63,MARKET,FILLED,
2019-09-04-0012,SBAC,BUY,38,MARKET,FILLED,
2019-09-04-0013,SBUX,BUY,5,MARKET,FILLED,
2019-09-04-0014,TFX,BUY,28,MARKET,FILLED,
2019-10-02-0001,CDNS,SELL,2,MARKET,FILLED,
2019-10-02-0002,CMG,SELL,47,MARKET,FILLED,
2019-10-02-0003,EW,SELL,139,MARKET,FILLED,
2019-10-02-0004,HSY,SELL,3,MARKET,FILLED,
2019-10-02-0005,TFX,SELL,28,MARKET,FILLED,
2019-10-02-0006,BLL,BUY,4,MARKET,FILLED,
2019-10-02-0007,MKTX,BUY,4,MARKET,FILLED,
2019-10-02-0008,SBAC,BUY,1,MARKET,FILLED,
2019-10-02-0009,TDG,BUY,18,MARKET,FILLED,
2019-10-02-0010,TSN,BUY,112,MARKET,FILLED,
2019-11-04-0001,AMT,SELL,42,MARKET,FILLED,
2019-11-04-0002,CDNS,SELL,145,MARKET,FILLED,
2019-11-04-0003,HSY,SELL,60,MARKET,FILLED,
2019-11-04-0004,MKTX,SELL,4,MARKET,FILLED,
2019-11-04-0005,SBAC,SELL,39,MARKET,FILLED,
2019-11-04-0006,SBUX,SELL,107,MARKET,FILLED,
2019-11-04-0007,TDG,SELL,1,MARKET,FILLED,
2019-11-04-0008,TSN,SELL,112,MARKET,FILLED,
2019-11-04-0009,AMD,BUY,266,MARKET,FILLED,
2019-11-04-0010,BLL,BUY,6,MARKET,FILLED,
2019-11-04-0011,CMG,BUY,43,MARKET,FILLED,
2019-11-04-0012,CPRT,BUY,449,MARKET,FILLED,
2019-11-04-0013,KEYS,BUY,90,MARKET,FILLED,
2019-11-04-0014,KLAC,BUY,536,MARKET,FILLED,
2019-11-04-0015,LRCX,BUY,334,MARKET,FILLED,
2019-11-04-0016,NVR,BUY,2,MARKET,FILLED,
2019-12-03-0001,AMD,SELL,15,MARKET,FILLED,
2019-12-03-0002,BLL,SELL,136,MARKET,FILLED,
2019-12-03-0003,CMG,SELL,23,MARKET,FILLED,
2019-12-03-0004,CPRT,SELL,20,MARKET,FILLED,
2019-12-03-0005,MKTX,SELL,2,MARKET,FILLED,
2019-12-03-0006,NVR,SELL,2,MARKET,FILLED,
2019-12-03-0007,TDG,SELL,17,MARKET,FILLED,
2019-12-03-0008,FLT,BUY,30,MARKET,FILLED,
2019-12-03-0009,GPN,BUY,53,MARKET,FILLED,
2019-12-03-0010,KEYS,BUY,2,MARKET,FILLED,
2019-12-03-0011,KLAC,BUY,57,MARKET,FILLED,
2019-12-03-0012,LRCX,BUY,31,MARKET,FILLED,
2019-12-03-0013,TGT,BUY,76,MARKET,FILLED,
2020-01-03-0001,AMD,SELL,43,MARKET,FILLED,
2020-01-03-0002,FLT,SELL,30,MARKET,FILLED,
2020-01-03-0003,GPN,SELL,53,MARKET,FILLED,
2020-01-03-0004,KEYS,SELL,92,MARKET,FILLED,
2020-01-03-0005,KLAC,SELL,36,MARKET,FILLED,
2020-01-03-0006,LRCX,SELL,23,MARKET,FILLED,
2020-01-03-0007,LDOS,BUY,102,MARKET,FILLED,
2020-01-03-0008,MKTX,BUY,3,MARKET,FILLED,
2020-01-03-0009,MSCI,BUY,38,MARKET,FILLED,
2020-01-03-0010,TGT,BUY,4,MARKET,FILLED,
2020-01-03-0011,XRX,BUY,274,MARKET,FILLED,
2020-02-04-0001,CMG,SELL,587,MARKET,FILLED,
2020-02-04-0002,CPRT,SELL,26,MARKET,FILLED,
2020-02-04-0003,LDOS,SELL,102,MARKET,FILLED,
2020-02-04-0004,LRCX,SELL,18,MARKET,FILLED,
2020-02-04-0005,MSCI,SELL,38,MARKET,FILLED,
2020-02-04-0006,XRX,SELL,274,MARKET,FILLED,
2020-02-04-0007,AAPL,BUY,129,MARKET,FILLED,
2020-02-04-0008,KLAC,BUY,30,MARKET,FILLED,
2020-02-04-0009,MKTX,BUY,2,MARKET,FILLED,
2020-02-04-0010,PAYC,BUY,31,MARKET,FILLED,
2020-02-04-0011,QCOM,BUY,116,MARKET,FILLED,
2020-02-04-0012,QRVO,BUY,93,MARKET,FILLED,
2020-02-04-0013,TGT,BUY,10,MARKET,FILLED,
2020-03-03-0001,AAPL,SELL,3,MARKET,FILLED,
2020-03-03-0002,AMD,SELL,13,MARKET,FILLED,
2020-03-03-0003,KLAC,SELL,587,MARKET,FILLED,
2020-03-03-0004,LRCX,SELL,5,MARKET,FILLED,
2020-03-03-0005,MKTX,SELL,28,MARKET,FILLED,
2020-03-03-0006,QRVO,SELL,93,MARKET,FILLED,
2020-03-03-0007,TGT,SELL,90,MARKET,FILLED,
2020-03-03-0008,CPRT,BUY,43,MARKET,FILLED,
2020-03-03-0009,KMX,BUY,106,MARKET,FILLED,
2020-03-03-0010,PAYC,BUY,1,MARKET,FILLED,
2020-03-03-0011,PHM,BUY,227,MARKET,FILLED,
2020-03-03-0012,QCOM,BUY,2,MARKET,FILLED,
2020-03-03-0013,RMD,BUY,56,MARKET,FILLED,
2020-03-03-0014,TDG,BUY,16,MARKET,FILLED,
2020-04-02-0001,AAPL,SELL,15,MARKET,FILLED,
2020-04-02-0002,AMD,SELL,41,MARKET,FILLED,
2020-04-02-0003,CPRT,SELL,446,MARKET,FILLED,
2020-04-02-0004,KMX,SELL,106,MARKET,FILLED,
2020-04-02-0005,LRCX,SELL,15,MARKET,FILLED,
2020-04-02-0006,QCOM,SELL,118,MARKET,FILLED,
2020-04-02-0007,RMD,SELL,9,MARKET,FILLED,
2020-04-02-0008,TDG,SELL,16,MARKET,FILLED,
2020-04-02-0009,AMAT,BUY,157,MARKET,FILLED,
2020-04-02-0010,LDOS,BUY,77,MARKET,FILLED,
2020-04-02-0011,MSCI,BUY,24,MARKET,FILLED,
2020-04-02-0012,PAYC,BUY,4,MARKET,FILLED,
2020-04-02-0013,PHM,BUY,96,MARKET,FILLED,
2020-04-02-0014,SBAC,BUY,25,MARKET,FILLED,
2020-05-04-0001,AAPL,SELL,111,MARKET,FILLED,
2020-05-04-0002,AMAT,SELL,157,MARKET,FILLED,
2020-05-04-0003,LDOS,SELL,77,MARKET,FILLED,
2020-05-04-0004,LRCX,SELL,304,MARKET,FILLED,
2020-05-04-0005,MSCI,SELL,24,MARKET,FILLED,
2020-05-04-0006,PAYC,SELL,36,MARKET,FILLED,
2020-05-04-0007,PHM,SELL,323,MARKET,FILLED,
2020-05-04-0008,BIIB,BUY,26,MARKET,FILLED,
2020-05-04-0009,DVA,BUY,102,MARKET,FILLED,
2020-05-04-0010,EQIX,BUY,11,MARKET,FILLED,
2020-05-04-0011,NEM,BUY,125,MARKET,FILLED,
2020-05-04-0012,REGN,BUY,14,MARKET,FILLED,
2020-05-04-0013,RMD,BUY,1,MARKET,FILLED,
2020-05-04-0014,SBAC,BUY,1,MARKET,FILLED,
2020-05-04-0015,TGT,BUY,72,MARKET,FILLED,
2020-05-04-0016,VRTX,BUY,30,MARKET,FILLED,
2020-06-02-0001,BIIB,SELL,26,MARKET,FILLED,
2020-06-02-0002,EQIX,SELL,11,MARKET,FILLED,
2020-06-02-0003,REGN,SELL,1,MARKET,FILLED,
2020-06-02-0004,RMD,SELL,48,MARKET,FILLED,
2020-06-02-0005,SBAC,SELL,26,MARKET,FILLED,
2020-06-02-0006,TGT,SELL,72,MARKET,FILLED,
2020-06-02-0007,VRTX,SELL,30,MARKET,FILLED,
2020-06-02-0008,AAPL,BUY,102,MARKET,FILLED,
2020-06-02-0009,DXCM,BUY,87,MARKET,FILLED,
2020-06-02-0010,KLAC,BUY,470,MARKET,FILLED,
2020-06-02-0011,NEM,BUY,10,MARKET,FILLED,
2020-06-02-0012,ODFL,BUY,97,MARKET,FILLED,
2020-06-02-0013,QRVO,BUY,77,MARKET,FILLED,
2020-06-02-0014,WST,BUY,39,MARKET,FILLED,
2020-07-02-0001,AAPL,SELL,9,MARKET,FILLED,
2020-07-02-0002,DVA,SELL,102,MARKET,FILLED,
2020-07-02-0003,DXCM,SELL,2,MARKET,FILLED,
2020-07-02-0004,KLAC,SELL,470,MARKET,FILLED,
2020-07-02-0005,NEM,SELL,135,MARKET,FILLED,
2020-07-02-0006,WST,SELL,1,MARKET,FILLED,
2020-07-02-0007,AMD,BUY,8,MARKET,FILLED,
2020-07-02-0008,FTNT,BUY,306,MARKET,FILLED,
2020-07-02-0009,ODFL,BUY,4,MARKET,FILLED,
2020-07-02-0010,QRVO,BUY,1,MARKET,FILLED,
2020-07-02-0011,REGN,BUY,1,MARKET,FILLED,
2020-07-02-0012,TYL,BUY,24,MARKET,FILLED,
2020-07-02-0013,VRTX,BUY,29,MARKET,FILLED,
2020-08-04-0001,AAPL,SELL,4,MARKET,FILLED,
2020-08-04-0002,AMD,SELL,38,MARKET,FILLED,
2020-08-04-0003,FTNT,SELL,306,MARKET,FILLED,
2020-08-04-0004,ODFL,SELL,101,MARKET,FILLED,
2020-08-04-0005,QRVO,SELL,78,MARKET,FILLED,
2020-08-04-0006,TYL,SELL,24,MARKET,FILLED,
2020-08-04-0007,WST,SELL,3,MARKET,FILLED,
2020-08-04-0008,DXCM,BUY,3,MARKET,FILLED,
2020-08-04-0009,NEM,BUY,142,MARKET,FILLED,
2020-08-04-0010,NVDA,BUY,880,MARKET,FILLED,
2020-08-04-0011,PYPL,BUY,49,MARKET,FILLED,
2020-08-04-0012,SWKS,BUY,65,MARKET,FILLED,
2020-08-04-0013,VRTX,BUY,5,MARKET,FILLED,
2020-09-02-0001,AAPL,SELL,14,MARKET,FILLED,
2020-09-02-0002,AMD,SELL,13,MARKET,FILLED,
2020-09-02-0003,NEM,SELL,142,MARKET,FILLED,
2020-09-02-0004,NVDA,SELL,170,MARKET,FILLED,
2020-09-02-0005,VRTX,SELL,34,MARKET,FILLED,
2020-09-02-0006,DXCM,BUY,10,MARKET,FILLED,
2020-09-02-0007,LRCX,BUY,301,MARKET,FILLED,
2020-09-02-0008,QRVO,BUY,78,MARKET,FILLED,
2020-09-02-0009,REGN,BUY,3,MARKET,FILLED,
2020-09-02-0010,SWKS,BUY,5,MARKET,FILLED,
2020-09-02-0011,WST,BUY,1,MARKET,FILLED,
2020-10-02-0001,LRCX,SELL,301,MARKET,FILLED,
2020-10-02-0002,QRVO,SELL,78,MARKET,FILLED,
2020-10-02-0003,SWKS,SELL,70,MARKET,FILLED,
2020-10-02-0004,WST,SELL,1,MARKET,FILLED,
2020-10-02-0005,AAPL,BUY,10,MARKET,FILLED,
2020-10-02-0006,AMD,BUY,6,MARKET,FILLED,
2020-10-02-0007,AMZN,BUY,61,MARKET,FILLED,
2020-10-02-0008,ETSY,BUY,76,MARKET,FILLED,
2020-10-02-0009,NFLX,BUY,187,MARKET,FILLED,
2020-10-02-0010,NVDA,BUY,22,MARKET,FILLED,
2020-10-02-0011,PYPL,BUY,1,MARKET,FILLED,
2020-11-03-0001,AAPL,SELL,2,MARKET,FILLED,
2020-11-03-0002,AMZN,SELL,61,MARKET,FILLED,
2020-11-03-0003,ETSY,SELL,5,MARKET,FILLED,
2020-11-03-0004,NVDA,SELL,12,MARKET,FILLED,
2020-11-03-0005,REGN,SELL,1,MARKET,FILLED,
2020-11-03-0006,WST,SELL,2,MARKET,FILLED,
2020-11-03-0007,AMD,BUY,4,MARKET,FILLED,
2020-11-03-0008,DXCM,BUY,18,MARKET,FILLED,
2020-11-03-0009,NOW,BUY,95,MARKET,FILLED,
2020-11-03-0010,PYPL,BUY,1,MARKET,FILLED,
2020-12-02-0001,AAPL,SELL,83,MARKET,FILLED,
2020-12-02-0002,AMD,SELL,14,MARKET,FILLED,
2020-12-02-0003,DXCM,SELL,116,MARKET,FILLED,
2020-12-02-0004,ETSY,SELL,6,MARKET,FILLED,
2020-12-02-0005,NFLX,SELL,187,MARKET,FILLED,
2020-12-02-0006,NOW,SELL,1,MARKET,FILLED,
2020-12-02-0007,PYPL,SELL,5,MARKET,FILLED,
2020-12-02-0008,REGN,SELL,16,MARKET,FILLED,
2020-12-02-0009,AMZN,BUY,61,MARKET,FILLED,
2020-12-02-0010,FDX,BUY,43,MARKET,FILLED,
2020-12-02-0011,IDXX,BUY,21,MARKET,FILLED,
2020-12-02-0012,NVDA,BUY,26,MARKET,FILLED,
2020-12-02-0013,POOL,BUY,28,MARKET,FILLED,
2020-12-02-0014,WST,BUY,3,MARKET,FILLED,
2021-01-05-0001,AMZN,SELL,61,MARKET,FILLED,
2021-01-05-0002,ETSY,SELL,6,MARKET,FILLED,
2021-01-05-0003,IDXX,SELL,21,MARKET,FILLED,
2021-01-05-0004,POOL,SELL,28,MARKET,FILLED,
2021-01-05-0005,PYPL,SELL,3,MARKET,FILLED,
2021-01-05-0006,WST,SELL,1,MARKET,FILLED,
2021-01-05-0007,ALB,BUY,65,MARKET,FILLED,
2021-01-05-0008,AMD,BUY,2,MARKET,FILLED,
2021-01-05-0009,FCX,BUY,371,MARKET,FILLED,
2021-01-05-0010,FDX,BUY,6,MARKET,FILLED,
2021-01-05-0011,NOW,BUY,1,MARKET,FILLED,
2021-01-05-0012,NVDA,BUY,23,MARKET,FILLED,
2021-01-05-0013,TSLA,BUY,41,MARKET,FILLED,
2021-02-02-0001,ALB,SELL,2,MARKET,FILLED,
2021-02-02-0002,ETSY,SELL,8,MARKET,FILLED,
2021-02-02-0003,FDX,SELL,49,MARKET,FILLED,
2021-02-02-0004,NOW,SELL,95,MARKET,FILLED,
2021-02-02-0005,TSLA,SELL,3,MARKET,FILLED,
2021-02-02-0006,WST,SELL,35,MARKET,FILLED,
2021-02-02-0007,ALGN,BUY,19,MARKET,FILLED,
2021-02-02-0008,AMD,BUY,12,MARKET,FILLED,
2021-02-02-0009,CDNS,BUY,79,MARKET,FILLED,
2021-02-02-0010,ENPH,BUY,56,MARKET,FILLED,
2021-02-02-0011,FCX,BUY,8,MARKET,FILLED,
2021-02-02-0012,NVDA,BUY,32,MARKET,FILLED,
2021-02-02-0013,PYPL,BUY,1,MARKET,FILLED,
2021-03-02-0001,AMD,SELL,121,MARKET,FILLED,
2021-03-02-0002,CDNS,SELL,79,MARKET,FILLED,
2021-03-02-0003,ETSY,SELL,6,MARKET,FILLED,
2021-03-02-0004,FCX,SELL,59,MARKET,FILLED,
2021-03-02-0005,NVDA,SELL,801,MARKET,FILLED,
2021-03-02-0006,PYPL,SELL,4,MARKET,FILLED,
2021-03-02-0007,ALB,BUY,9,MARKET,FILLED,
2021-03-02-0008,ENPH,BUY,4,MARKET,FILLED,
2021-03-02-0009,MPWR,BUY,28,MARKET,FILLED,
2021-03-02-0010,QCOM,BUY,79,MARKET,FILLED,
2021-03-02-0011,TER,BUY,83,MARKET,FILLED,
2021-03-02-0012,TSLA,BUY,8,MARKET,FILLED,
2021-04-05-0001,ALB,SELL,72,MARKET,FILLED,
2021-04-05-0002,ALGN,SELL,19,MARKET,FILLED,
2021-04-05-0003,FCX,SELL,13,MARKET,FILLED,
2021-04-05-0004,MPWR,SELL,28,MARKET,FILLED,
2021-04-05-0005,PYPL,SELL,40,MARKET,FILLED,
2021-04-05-0006,QCOM,SELL,79,MARKET,FILLED,
2021-04-05-0007,TER,SELL,83,MARKET,FILLED,
2021-04-05-0008,TSLA,SELL,1,MARKET,FILLED,
2021-04-05-0009,APA,BUY,566,MARKET,FILLED,
2021-04-05-0010,CZR,BUY,115,MARKET,FILLED,
2021-04-05-0011,ENPH,BUY,4,MARKET,FILLED,
2021-04-05-0012,ETSY,BUY,5,MARKET,FILLED,
2021-04-05-0013,GNRC,BUY,32,MARKET,FILLED,
2021-04-05-0014,PENN,BUY,96,MARKET,FILLED,
2021-04-05-0015,RCL,BUY,119,MARKET,FILLED,
2021-04-05-0016,TPR,BUY,256,MARKET,FILLED,
2021-05-04-0001,APA,SELL,566,MARKET,FILLED,
2021-05-04-0002,CZR,SELL,5,MARKET,FILLED,
2021-05-04-0003,FCX,SELL,39,MARKET,FILLED,
2021-05-04-0004,RCL,SELL,119,MARKET,FILLED,
2021-05-04-0005,TPR,SELL,256,MARKET,FILLED,
2021-05-04-0006,AMAT,BUY,80,MARKET,FILLED,
2021-05-04-0007,ENPH,BUY,14,MARKET,FILLED,
2021-05-04-0008,ETSY,BUY,6,MARKET,FILLED,
2021-05-04-0009,IVZ,BUY,383,MARKET,FILLED,
2021-05-04-0010,MOS,BUY,318,MARKET,FILLED,
2021-05-04-0011,PENN,BUY,21,MARKET,FILLED,
2021-05-04-0012,TSLA,BUY,1,MARKET,FILLED,
2021-06-02-0001,AMAT,SELL,80,MARKET,FILLED,
2021-06-02-0002,CZR,SELL,13,MARKET,FILLED,
2021-06-02-0003,ENPH,SELL,78,MARKET,FILLED,
2021-06-02-0004,ETSY,SELL,56,MARKET,FILLED,
2021-06-02-0005,FCX,SELL,24,MARKET,FILLED,
2021-06-02-0006,MOS,SELL,34,MARKET,FILLED,
2021-06-02-0007,GNRC,BUY,1,MARKET,FILLED,
2021-06-02-0008,PENN,BUY,15,MARKET,FILLED,
2021-06-02-0009,PWR,BUY,111,MARKET,FILLED,
2021-06-02-0010,TPR,BUY,239,MARKET,FILLED,
2021-06-02-0011,TSLA,BUY,5,MARKET,FILLED,
2021-06-02-0012,UAA,BUY,463,MARKET,FILLED,
2021-07-02-0001,GNRC,SELL,33,MARKET,FILLED,
2021-07-02-0002,PENN,SELL,132,MARKET,FILLED,
2021-07-02-0003,PWR,SELL,111,MARKET,FILLED,
2021-07-02-0004,TSLA,SELL,5,MARKET,FILLED,
2021-07-02-0005,UAA,SELL,463,MARKET,FILLED,
2021-07-02-0006,COF,BUY,66,MARKET,FILLED,
2021-07-02-0007,CZR,BUY,3,MARKET,FILLED,
2021-07-02-0008,DVN,BUY,349,MARKET,FILLED,
2021-07-02-0009,ENPH,BUY,56,MARKET,FILLED,
2021-07-02-0010,FCX,BUY,35,MARKET,FILLED,
2021-07-02-0011,IVZ,BUY,4,MARKET,FILLED,
2021-07-02-0012,MOS,BUY,44,MARKET,FILLED,
2021-07-02-0013,NUE,BUY,107,MARKET,FILLED,
2021-07-02-0014,TPR,BUY,5,MARKET,FILLED,
2021-08-03-0001,COF,SELL,66,MARKET,FILLED,
2021-08-03-0002,ENPH,SELL,3,MARKET,FILLED,
2021-08-03-0003,MOS,SELL,328,MARKET,FILLED,
2021-08-03-0004,NUE,SELL,107,MARKET,FILLED,
2021-08-03-0005,TPR,SELL,8,MARKET,FILLED,
2021-08-03-0006,TSLA,SELL,46,MARKET,FILLED,
2021-08-03-0007,CZR,BUY,16,MARKET,FILLED,
2021-08-03-0008,DVN,BUY,50,MARKET,FILLED,
2021-08-03-0009,FANG,BUY,133,MARKET,FILLED,
2021-08-03-0010,GNRC,BUY,25,MARKET,FILLED,
2021-08-03-0011,IVZ,BUY,23,MARKET,FILLED,
2021-08-03-0012,MGM,BUY,269,MARKET,FILLED,
2021-08-03-0013,MRNA,BUY,28,MARKET,FILLED,
2021-09-02-0001,CZR,SELL,116,MARKET,FILLED,
2021-09-02-0002,DVN,SELL,26,MARKET,FILLED,
2021-09-02-0003,FANG,SELL,133,MARKET,FILLED,
2021-09-02-0004,FCX,SELL,279,MARKET,FILLED,
2021-09-02-0005,GNRC,SELL,25,MARKET,FILLED,
2021-09-02-0006,MGM,SELL,269,MARKET,FILLED,
2021-09-02-0007,MRNA,SELL,1,MARKET,FILLED,
2021-09-02-0008,ALGN,BUY,14,MARKET,FILLED,
2021-09-02-0009,AMAT,BUY,79,MARKET,FILLED,
2021-09-02-0010,BBWI,BUY,160,MARKET,FILLED,
2021-09-02-0011,COF,BUY,65,MARKET,FILLED,
2021-09-02-0012,ENPH,BUY,6,MARKET,FILLED,
2021-09-02-0013,IVZ,BUY,11,MARKET,FILLED,
2021-09-02-0014,NUE,BUY,91,MARKET,FILLED,
2021-09-02-0015,TPR,BUY,26,MARKET,FILLED,
